Date,Visitor,Visitor_Pts,Home,Home_Pts
Mon Feb 5 2018,Charlotte Hornets,,Denver Nuggets,
Mon Feb 5 2018,Portland Trail Blazers,,Detroit Pistons,
Mon Feb 5 2018,Washington Wizards,,Indiana Pacers,
Mon Feb 5 2018,Dallas Mavericks,,Los Angeles Clippers,
Mon Feb 5 2018,Orlando Magic,,Miami Heat,
Mon Feb 5 2018,Utah Jazz,,New Orleans Pelicans,
Mon Feb 5 2018,Chicago Bulls,,Sacramento Kings,
Tue Feb 6 2018,Memphis Grizzlies,,Atlanta Hawks,
Tue Feb 6 2018,Houston Rockets,,Brooklyn Nets,
Tue Feb 6 2018,Oklahoma City Thunder,,Golden State Warriors,
Tue Feb 6 2018,Phoenix Suns,,Los Angeles Lakers,
Tue Feb 6 2018,Milwaukee Bucks,,New York Knicks,
Tue Feb 6 2018,Cleveland Cavaliers,,Orlando Magic,
Tue Feb 6 2018,Washington Wizards,,Philadelphia 76ers,
Tue Feb 6 2018,Boston Celtics,,Toronto Raptors,
Wed Feb 7 2018,Minnesota Timberwolves,,Cleveland Cavaliers,
Wed Feb 7 2018,Brooklyn Nets,,Detroit Pistons,
Wed Feb 7 2018,Utah Jazz,,Memphis Grizzlies,
Wed Feb 7 2018,Houston Rockets,,Miami Heat,
Wed Feb 7 2018,Indiana Pacers,,New Orleans Pelicans,
Wed Feb 7 2018,San Antonio Spurs,,Phoenix Suns,
Thu Feb 8 2018,Dallas Mavericks,,Golden State Warriors,
Thu Feb 8 2018,Oklahoma City Thunder,,Los Angeles Lakers,
Thu Feb 8 2018,Atlanta Hawks,,Orlando Magic,
Thu Feb 8 2018,Charlotte Hornets,,Portland Trail Blazers,
Thu Feb 8 2018,New York Knicks,,Toronto Raptors,
Thu Feb 8 2018,Boston Celtics,,Washington Wizards,
Fri Feb 9 2018,Cleveland Cavaliers,,Atlanta Hawks,
Fri Feb 9 2018,Indiana Pacers,,Boston Celtics,
Fri Feb 9 2018,Minnesota Timberwolves,,Chicago Bulls,
Fri Feb 9 2018,Los Angeles Clippers,,Detroit Pistons,
Fri Feb 9 2018,Denver Nuggets,,Houston Rockets,
Fri Feb 9 2018,Milwaukee Bucks,,Miami Heat,
Fri Feb 9 2018,New Orleans Pelicans,,Philadelphia 76ers,
Fri Feb 9 2018,Portland Trail Blazers,,Sacramento Kings,
Fri Feb 9 2018,Charlotte Hornets,,Utah Jazz,
Sat Feb 10 2018,New Orleans Pelicans,,Brooklyn Nets,
Sat Feb 10 2018,Washington Wizards,,Chicago Bulls,
Sat Feb 10 2018,Los Angeles Lakers,,Dallas Mavericks,
Sat Feb 10 2018,San Antonio Spurs,,Golden State Warriors,
Sat Feb 10 2018,Milwaukee Bucks,,Orlando Magic,
Sat Feb 10 2018,Los Angeles Clippers,,Philadelphia 76ers,
Sat Feb 10 2018,Denver Nuggets,,Phoenix Suns,
Sun Feb 11 2018,Detroit Pistons,,Atlanta Hawks,
Sun Feb 11 2018,Cleveland Cavaliers,,Boston Celtics,
Sun Feb 11 2018,Toronto Raptors,,Charlotte Hornets,
Sun Feb 11 2018,Dallas Mavericks,,Houston Rockets,
Sun Feb 11 2018,New York Knicks,,Indiana Pacers,
Sun Feb 11 2018,Sacramento Kings,,Minnesota Timberwolves,
Sun Feb 11 2018,Memphis Grizzlies,,Oklahoma City Thunder,
Sun Feb 11 2018,Utah Jazz,,Portland Trail Blazers,
Mon Feb 12 2018,Los Angeles Clippers,,Brooklyn Nets,
Mon Feb 12 2018,Orlando Magic,,Chicago Bulls,
Mon Feb 12 2018,New Orleans Pelicans,,Detroit Pistons,
Mon Feb 12 2018,Phoenix Suns,,Golden State Warriors,
Mon Feb 12 2018,New York Knicks,,Philadelphia 76ers,
Mon Feb 12 2018,San Antonio Spurs,,Utah Jazz,
Tue Feb 13 2018,Sacramento Kings,,Dallas Mavericks,
Tue Feb 13 2018,San Antonio Spurs,,Denver Nuggets,
Tue Feb 13 2018,Atlanta Hawks,,Milwaukee Bucks,
Tue Feb 13 2018,Houston Rockets,,Minnesota Timberwolves,
Tue Feb 13 2018,Cleveland Cavaliers,,Oklahoma City Thunder,
Tue Feb 13 2018,Miami Heat,,Toronto Raptors,
Wed Feb 14 2018,Los Angeles Clippers,,Boston Celtics,
Wed Feb 14 2018,Indiana Pacers,,Brooklyn Nets,
Wed Feb 14 2018,Toronto Raptors,,Chicago Bulls,
Wed Feb 14 2018,Atlanta Hawks,,Detroit Pistons,
Wed Feb 14 2018,Sacramento Kings,,Houston Rockets,
Wed Feb 14 2018,Oklahoma City Thunder,,Memphis Grizzlies,
Wed Feb 14 2018,Los Angeles Lakers,,New Orleans Pelicans,
Wed Feb 14 2018,Washington Wizards,,New York Knicks,
Wed Feb 14 2018,Charlotte Hornets,,Orlando Magic,
Wed Feb 14 2018,Miami Heat,,Philadelphia 76ers,
Wed Feb 14 2018,Golden State Warriors,,Portland Trail Blazers,
Wed Feb 14 2018,Phoenix Suns,,Utah Jazz,
Thu Feb 15 2018,Denver Nuggets,,Milwaukee Bucks,
Thu Feb 15 2018,Los Angeles Lakers,,Minnesota Timberwolves,
Thu Feb 22 2018,Philadelphia 76ers,,Chicago Bulls,
Thu Feb 22 2018,Brooklyn Nets,,Charlotte Hornets,
Thu Feb 22 2018,Washington Wizards,,Cleveland Cavaliers,
Thu Feb 22 2018,Los Angeles Clippers,,Golden State Warriors,
Thu Feb 22 2018,New York Knicks,,Orlando Magic,
Thu Feb 22 2018,Oklahoma City Thunder,,Sacramento Kings,
Fri Feb 23 2018,San Antonio Spurs,,Denver Nuggets,
Fri Feb 23 2018,Boston Celtics,,Detroit Pistons,
Fri Feb 23 2018,Minnesota Timberwolves,,Houston Rockets,
Fri Feb 23 2018,Atlanta Hawks,,Indiana Pacers,
Fri Feb 23 2018,Dallas Mavericks,,Los Angeles Lakers,
Fri Feb 23 2018,Cleveland Cavaliers,,Memphis Grizzlies,
Fri Feb 23 2018,Miami Heat,,New Orleans Pelicans,
Fri Feb 23 2018,Los Angeles Clippers,,Phoenix Suns,
Fri Feb 23 2018,Milwaukee Bucks,,Toronto Raptors,
Fri Feb 23 2018,Portland Trail Blazers,,Utah Jazz,
Fri Feb 23 2018,Charlotte Hornets,,Washington Wizards,
Sat Feb 24 2018,Oklahoma City Thunder,,Golden State Warriors,
Sat Feb 24 2018,Memphis Grizzlies,,Miami Heat,
Sat Feb 24 2018,Chicago Bulls,,Minnesota Timberwolves,
Sat Feb 24 2018,Boston Celtics,,New York Knicks,
Sat Feb 24 2018,Orlando Magic,,Philadelphia 76ers,
Sat Feb 24 2018,Portland Trail Blazers,,Phoenix Suns,
Sat Feb 24 2018,Los Angeles Lakers,,Sacramento Kings,
Sat Feb 24 2018,Dallas Mavericks,,Utah Jazz,
Sun Feb 25 2018,Detroit Pistons,,Charlotte Hornets,
Sun Feb 25 2018,San Antonio Spurs,,Cleveland Cavaliers,
Sun Feb 25 2018,Houston Rockets,,Denver Nuggets,
Sun Feb 25 2018,New Orleans Pelicans,,Milwaukee Bucks,
Sun Feb 25 2018,Philadelphia 76ers,,Washington Wizards,
Mon Feb 26 2018,Los Angeles Lakers,,Atlanta Hawks,
Mon Feb 26 2018,Memphis Grizzlies,,Boston Celtics,
Mon Feb 26 2018,Chicago Bulls,,Brooklyn Nets,
Mon Feb 26 2018,Indiana Pacers,,Dallas Mavericks,
Mon Feb 26 2018,Phoenix Suns,,New Orleans Pelicans,
Mon Feb 26 2018,Golden State Warriors,,New York Knicks,
Mon Feb 26 2018,Orlando Magic,,Oklahoma City Thunder,
Mon Feb 26 2018,Minnesota Timberwolves,,Sacramento Kings,
Mon Feb 26 2018,Detroit Pistons,,Toronto Raptors,
Mon Feb 26 2018,Houston Rockets,,Utah Jazz,
Tue Feb 27 2018,Chicago Bulls,,Charlotte Hornets,
Tue Feb 27 2018,Brooklyn Nets,,Cleveland Cavaliers,
Tue Feb 27 2018,Los Angeles Clippers,,Denver Nuggets,
Tue Feb 27 2018,Philadelphia 76ers,,Miami Heat,
Tue Feb 27 2018,Washington Wizards,,Milwaukee Bucks,
Tue Feb 27 2018,Sacramento Kings,,Portland Trail Blazers,
Wed Feb 28 2018,Indiana Pacers,,Atlanta Hawks,
Wed Feb 28 2018,Charlotte Hornets,,Boston Celtics,
Wed Feb 28 2018,Oklahoma City Thunder,,Dallas Mavericks,
Wed Feb 28 2018,Milwaukee Bucks,,Detroit Pistons,
Wed Feb 28 2018,Houston Rockets,,Los Angeles Clippers,
Wed Feb 28 2018,Phoenix Suns,,Memphis Grizzlies,
Wed Feb 28 2018,Toronto Raptors,,Orlando Magic,
Wed Feb 28 2018,New Orleans Pelicans,,San Antonio Spurs,
Wed Feb 28 2018,Golden State Warriors,,Washington Wizards,
Thu Mar 1 2018,Philadelphia 76ers,,Cleveland Cavaliers,
Thu Mar 1 2018,Los Angeles Lakers,,Miami Heat,
Thu Mar 1 2018,Minnesota Timberwolves,,Portland Trail Blazers,
Thu Mar 1 2018,Brooklyn Nets,,Sacramento Kings,
Fri Mar 2 2018,Golden State Warriors,,Atlanta Hawks,
Fri Mar 2 2018,Dallas Mavericks,,Chicago Bulls,
Fri Mar 2 2018,New York Knicks,,Los Angeles Clippers,
Fri Mar 2 2018,Denver Nuggets,,Memphis Grizzlies,
Fri Mar 2 2018,Indiana Pacers,,Milwaukee Bucks,
Fri Mar 2 2018,Detroit Pistons,,Orlando Magic,
Fri Mar 2 2018,Charlotte Hornets,,Philadelphia 76ers,
Fri Mar 2 2018,Oklahoma City Thunder,,Phoenix Suns,
Fri Mar 2 2018,Minnesota Timberwolves,,Utah Jazz,
Fri Mar 2 2018,Toronto Raptors,,Washington Wizards,
Sat Mar 3 2018,Denver Nuggets,,Cleveland Cavaliers,
Sat Mar 3 2018,Boston Celtics,,Houston Rockets,
Sat Mar 3 2018,Detroit Pistons,,Miami Heat,
Sat Mar 3 2018,Memphis Grizzlies,,Orlando Magic,
Sat Mar 3 2018,Oklahoma City Thunder,,Portland Trail Blazers,
Sat Mar 3 2018,Utah Jazz,,Sacramento Kings,
Sat Mar 3 2018,Los Angeles Lakers,,San Antonio Spurs,
Sun Mar 4 2018,Phoenix Suns,,Atlanta Hawks,
Sun Mar 4 2018,New Orleans Pelicans,,Dallas Mavericks,
Sun Mar 4 2018,Brooklyn Nets,,Los Angeles Clippers,
Sun Mar 4 2018,Philadelphia 76ers,,Milwaukee Bucks,
Sun Mar 4 2018,New York Knicks,,Sacramento Kings,
Sun Mar 4 2018,Charlotte Hornets,,Toronto Raptors,
Sun Mar 4 2018,Indiana Pacers,,Washington Wizards,
Mon Mar 5 2018,Boston Celtics,,Chicago Bulls,
Mon Mar 5 2018,Detroit Pistons,,Cleveland Cavaliers,
Mon Mar 5 2018,Milwaukee Bucks,,Indiana Pacers,
Mon Mar 5 2018,Portland Trail Blazers,,Los Angeles Lakers,
Mon Mar 5 2018,Phoenix Suns,,Miami Heat,
Mon Mar 5 2018,Memphis Grizzlies,,San Antonio Spurs,
Mon Mar 5 2018,Orlando Magic,,Utah Jazz,
Tue Mar 6 2018,Philadelphia 76ers,,Charlotte Hornets,
Tue Mar 6 2018,Denver Nuggets,,Dallas Mavericks,
Tue Mar 6 2018,Brooklyn Nets,,Golden State Warriors,
Tue Mar 6 2018,New Orleans Pelicans,,Los Angeles Clippers,
Tue Mar 6 2018,Houston Rockets,,Oklahoma City Thunder,
Tue Mar 6 2018,New York Knicks,,Portland Trail Blazers,
Tue Mar 6 2018,Atlanta Hawks,,Toronto Raptors,
Tue Mar 6 2018,Miami Heat,,Washington Wizards,
Wed Mar 7 2018,Memphis Grizzlies,,Chicago Bulls,
Wed Mar 7 2018,Cleveland Cavaliers,,Denver Nuggets,
Wed Mar 7 2018,Toronto Raptors,,Detroit Pistons,
Wed Mar 7 2018,Utah Jazz,,Indiana Pacers,
Wed Mar 7 2018,Orlando Magic,,Los Angeles Lakers,
Wed Mar 7 2018,Houston Rockets,,Milwaukee Bucks,
Wed Mar 7 2018,New Orleans Pelicans,,Sacramento Kings,
Thu Mar 8 2018,Brooklyn Nets,,Charlotte Hornets,
Thu Mar 8 2018,San Antonio Spurs,,Golden State Warriors,
Thu Mar 8 2018,Philadelphia 76ers,,Miami Heat,
Thu Mar 8 2018,Boston Celtics,,Minnesota Timberwolves,
Thu Mar 8 2018,Phoenix Suns,,Oklahoma City Thunder,
Fri Mar 9 2018,Los Angeles Lakers,,Denver Nuggets,
Fri Mar 9 2018,Chicago Bulls,,Detroit Pistons,
Fri Mar 9 2018,Atlanta Hawks,,Indiana Pacers,
Fri Mar 9 2018,Cleveland Cavaliers,,Los Angeles Clippers,
Fri Mar 9 2018,Utah Jazz,,Memphis Grizzlies,
Fri Mar 9 2018,New York Knicks,,Milwaukee Bucks,
Fri Mar 9 2018,Washington Wizards,,New Orleans Pelicans,
Fri Mar 9 2018,Golden State Warriors,,Portland Trail Blazers,
Fri Mar 9 2018,Orlando Magic,,Sacramento Kings,
Fri Mar 9 2018,Houston Rockets,,Toronto Raptors,
Sat Mar 10 2018,Phoenix Suns,,Charlotte Hornets,
Sat Mar 10 2018,Memphis Grizzlies,,Dallas Mavericks,
Sat Mar 10 2018,Orlando Magic,,Los Angeles Clippers,
Sat Mar 10 2018,Washington Wizards,,Miami Heat,
Sat Mar 10 2018,San Antonio Spurs,,Oklahoma City Thunder,
Sun Mar 11 2018,Chicago Bulls,,Atlanta Hawks,
Sun Mar 11 2018,Indiana Pacers,,Boston Celtics,
Sun Mar 11 2018,Philadelphia 76ers,,Brooklyn Nets,
Sun Mar 11 2018,Houston Rockets,,Dallas Mavericks,
Sun Mar 11 2018,Sacramento Kings,,Denver Nuggets,
Sun Mar 11 2018,Cleveland Cavaliers,,Los Angeles Lakers,
Sun Mar 11 2018,Golden State Warriors,,Minnesota Timberwolves,
Sun Mar 11 2018,Utah Jazz,,New Orleans Pelicans,
Sun Mar 11 2018,Toronto Raptors,,New York Knicks,
Mon Mar 12 2018,San Antonio Spurs,,Houston Rockets,
Mon Mar 12 2018,Milwaukee Bucks,,Memphis Grizzlies,
Mon Mar 12 2018,Sacramento Kings,,Oklahoma City Thunder,
Mon Mar 12 2018,Miami Heat,,Portland Trail Blazers,
Tue Mar 13 2018,Oklahoma City Thunder,,Atlanta Hawks,
Tue Mar 13 2018,Toronto Raptors,,Brooklyn Nets,
Tue Mar 13 2018,Los Angeles Clippers,,Chicago Bulls,
Tue Mar 13 2018,Denver Nuggets,,Los Angeles Lakers,
Tue Mar 13 2018,Charlotte Hornets,,New Orleans Pelicans,
Tue Mar 13 2018,Dallas Mavericks,,New York Knicks,
Tue Mar 13 2018,Indiana Pacers,,Philadelphia 76ers,
Tue Mar 13 2018,Cleveland Cavaliers,,Phoenix Suns,
Tue Mar 13 2018,Orlando Magic,,San Antonio Spurs,
Tue Mar 13 2018,Detroit Pistons,,Utah Jazz,
Tue Mar 13 2018,Minnesota Timberwolves,,Washington Wizards,
Wed Mar 14 2018,Washington Wizards,,Boston Celtics,
Wed Mar 14 2018,Los Angeles Lakers,,Golden State Warriors,
Wed Mar 14 2018,Milwaukee Bucks,,Orlando Magic,
Wed Mar 14 2018,Miami Heat,,Sacramento Kings,
Thu Mar 15 2018,Charlotte Hornets,,Atlanta Hawks,
Thu Mar 15 2018,Detroit Pistons,,Denver Nuggets,
Thu Mar 15 2018,Los Angeles Clippers,,Houston Rockets,
Thu Mar 15 2018,Toronto Raptors,,Indiana Pacers,
Thu Mar 15 2018,Chicago Bulls,,Memphis Grizzlies,
Thu Mar 15 2018,Philadelphia 76ers,,New York Knicks,
Thu Mar 15 2018,Cleveland Cavaliers,,Portland Trail Blazers,
Thu Mar 15 2018,New Orleans Pelicans,,San Antonio Spurs,
Thu Mar 15 2018,Phoenix Suns,,Utah Jazz,
Fri Mar 16 2018,Sacramento Kings,,Golden State Warriors,
Fri Mar 16 2018,Miami Heat,,Los Angeles Lakers,
Fri Mar 16 2018,Los Angeles Clippers,,Oklahoma City Thunder,
Fri Mar 16 2018,Boston Celtics,,Orlando Magic,
Fri Mar 16 2018,Brooklyn Nets,,Philadelphia 76ers,
Fri Mar 16 2018,Dallas Mavericks,,Toronto Raptors,
Sat Mar 17 2018,Dallas Mavericks,,Brooklyn Nets,
Sat Mar 17 2018,Cleveland Cavaliers,,Chicago Bulls,
Sat Mar 17 2018,Denver Nuggets,,Memphis Grizzlies,
Sat Mar 17 2018,Atlanta Hawks,,Milwaukee Bucks,
Sat Mar 17 2018,Houston Rockets,,New Orleans Pelicans,
Sat Mar 17 2018,Charlotte Hornets,,New York Knicks,
Sat Mar 17 2018,Golden State Warriors,,Phoenix Suns,
Sat Mar 17 2018,Detroit Pistons,,Portland Trail Blazers,
Sat Mar 17 2018,Minnesota Timberwolves,,San Antonio Spurs,
Sat Mar 17 2018,Sacramento Kings,,Utah Jazz,
Sat Mar 17 2018,Indiana Pacers,,Washington Wizards,
Sun Mar 18 2018,Portland Trail Blazers,,Los Angeles Clippers,
Sun Mar 18 2018,Houston Rockets,,Minnesota Timberwolves,
Sun Mar 18 2018,Boston Celtics,,New Orleans Pelicans,
Sun Mar 18 2018,Oklahoma City Thunder,,Toronto Raptors,
Mon Mar 19 2018,Memphis Grizzlies,,Brooklyn Nets,
Mon Mar 19 2018,Milwaukee Bucks,,Cleveland Cavaliers,
Mon Mar 19 2018,Los Angeles Lakers,,Indiana Pacers,
Mon Mar 19 2018,Denver Nuggets,,Miami Heat,
Mon Mar 19 2018,Chicago Bulls,,New York Knicks,
Mon Mar 19 2018,Charlotte Hornets,,Philadelphia 76ers,
Mon Mar 19 2018,Detroit Pistons,,Sacramento Kings,
Mon Mar 19 2018,Golden State Warriors,,San Antonio Spurs,
Tue Mar 20 2018,Oklahoma City Thunder,,Boston Celtics,
Tue Mar 20 2018,Los Angeles Clippers,,Minnesota Timberwolves,
Tue Mar 20 2018,Dallas Mavericks,,New Orleans Pelicans,
Tue Mar 20 2018,Toronto Raptors,,Orlando Magic,
Tue Mar 20 2018,Detroit Pistons,,Phoenix Suns,
Tue Mar 20 2018,Houston Rockets,,Portland Trail Blazers,
Tue Mar 20 2018,Atlanta Hawks,,Utah Jazz,
Wed Mar 21 2018,Charlotte Hornets,,Brooklyn Nets,
Wed Mar 21 2018,Denver Nuggets,,Chicago Bulls,
Wed Mar 21 2018,Toronto Raptors,,Cleveland Cavaliers,
Wed Mar 21 2018,New York Knicks,,Miami Heat,
Wed Mar 21 2018,Los Angeles Clippers,,Milwaukee Bucks,
Wed Mar 21 2018,Memphis Grizzlies,,Philadelphia 76ers,
Wed Mar 21 2018,Washington Wizards,,San Antonio Spurs,
Thu Mar 22 2018,Memphis Grizzlies,,Charlotte Hornets,
Thu Mar 22 2018,Utah Jazz,,Dallas Mavericks,
Thu Mar 22 2018,Detroit Pistons,,Houston Rockets,
Thu Mar 22 2018,Los Angeles Lakers,,New Orleans Pelicans,
Thu Mar 22 2018,Philadelphia 76ers,,Orlando Magic,
Thu Mar 22 2018,Atlanta Hawks,,Sacramento Kings,
Fri Mar 23 2018,Milwaukee Bucks,,Chicago Bulls,
Fri Mar 23 2018,Phoenix Suns,,Cleveland Cavaliers,
Fri Mar 23 2018,Atlanta Hawks,,Golden State Warriors,
Fri Mar 23 2018,Los Angeles Clippers,,Indiana Pacers,
Fri Mar 23 2018,Minnesota Timberwolves,,New York Knicks,
Fri Mar 23 2018,Miami Heat,,Oklahoma City Thunder,
Fri Mar 23 2018,Boston Celtics,,Portland Trail Blazers,
Fri Mar 23 2018,Utah Jazz,,San Antonio Spurs,
Fri Mar 23 2018,Brooklyn Nets,,Toronto Raptors,
Fri Mar 23 2018,Denver Nuggets,,Washington Wizards,
Sat Mar 24 2018,Charlotte Hornets,,Dallas Mavericks,
Sat Mar 24 2018,Chicago Bulls,,Detroit Pistons,
Sat Mar 24 2018,New Orleans Pelicans,,Houston Rockets,
Sat Mar 24 2018,Los Angeles Lakers,,Memphis Grizzlies,
Sat Mar 24 2018,Phoenix Suns,,Orlando Magic,
Sat Mar 24 2018,Minnesota Timberwolves,,Philadelphia 76ers,
Sun Mar 25 2018,Cleveland Cavaliers,,Brooklyn Nets,
Sun Mar 25 2018,Utah Jazz,,Golden State Warriors,
Sun Mar 25 2018,Atlanta Hawks,,Houston Rockets,
Sun Mar 25 2018,Miami Heat,,Indiana Pacers,
Sun Mar 25 2018,San Antonio Spurs,,Milwaukee Bucks,
Sun Mar 25 2018,Portland Trail Blazers,,Oklahoma City Thunder,
Sun Mar 25 2018,Boston Celtics,,Sacramento Kings,
Sun Mar 25 2018,Los Angeles Clippers,,Toronto Raptors,
Sun Mar 25 2018,New York Knicks,,Washington Wizards,
Mon Mar 26 2018,New York Knicks,,Charlotte Hornets,
Mon Mar 26 2018,Los Angeles Lakers,,Detroit Pistons,
Mon Mar 26 2018,Memphis Grizzlies,,Minnesota Timberwolves,
Mon Mar 26 2018,Denver Nuggets,,Philadelphia 76ers,
Mon Mar 26 2018,Boston Celtics,,Phoenix Suns,
Tue Mar 27 2018,Indiana Pacers,,Golden State Warriors,
Tue Mar 27 2018,Chicago Bulls,,Houston Rockets,
Tue Mar 27 2018,Milwaukee Bucks,,Los Angeles Clippers,
Tue Mar 27 2018,Cleveland Cavaliers,,Miami Heat,
Tue Mar 27 2018,Portland Trail Blazers,,New Orleans Pelicans,
Tue Mar 27 2018,Dallas Mavericks,,Sacramento Kings,
Tue Mar 27 2018,Denver Nuggets,,Toronto Raptors,
Tue Mar 27 2018,San Antonio Spurs,,Washington Wizards,
Wed Mar 28 2018,Cleveland Cavaliers,,Charlotte Hornets,
Wed Mar 28 2018,Dallas Mavericks,,Los Angeles Lakers,
Wed Mar 28 2018,Portland Trail Blazers,,Memphis Grizzlies,
Wed Mar 28 2018,Atlanta Hawks,,Minnesota Timberwolves,
Wed Mar 28 2018,Brooklyn Nets,,Orlando Magic,
Wed Mar 28 2018,New York Knicks,,Philadelphia 76ers,
Wed Mar 28 2018,Los Angeles Clippers,,Phoenix Suns,
Wed Mar 28 2018,Boston Celtics,,Utah Jazz,
Thu Mar 29 2018,Washington Wizards,,Detroit Pistons,
Thu Mar 29 2018,Milwaukee Bucks,,Golden State Warriors,
Thu Mar 29 2018,Chicago Bulls,,Miami Heat,
Thu Mar 29 2018,Indiana Pacers,,Sacramento Kings,
Thu Mar 29 2018,Oklahoma City Thunder,,San Antonio Spurs,
Fri Mar 30 2018,Philadelphia 76ers,,Atlanta Hawks,
Fri Mar 30 2018,New Orleans Pelicans,,Cleveland Cavaliers,
Fri Mar 30 2018,Minnesota Timberwolves,,Dallas Mavericks,
Fri Mar 30 2018,Phoenix Suns,,Houston Rockets,
Fri Mar 30 2018,Milwaukee Bucks,,Los Angeles Lakers,
Fri Mar 30 2018,Denver Nuggets,,Oklahoma City Thunder,
Fri Mar 30 2018,Chicago Bulls,,Orlando Magic,
Fri Mar 30 2018,Los Angeles Clippers,,Portland Trail Blazers,
Fri Mar 30 2018,Memphis Grizzlies,,Utah Jazz,
Sat Mar 31 2018,Toronto Raptors,,Boston Celtics,
Sat Mar 31 2018,Brooklyn Nets,,Miami Heat,
Sat Mar 31 2018,Detroit Pistons,,New York Knicks,
Sat Mar 31 2018,Golden State Warriors,,Sacramento Kings,
Sat Mar 31 2018,Charlotte Hornets,,Washington Wizards,
Sun Apr 1 2018,Orlando Magic,,Atlanta Hawks,
Sun Apr 1 2018,Detroit Pistons,,Brooklyn Nets,
Sun Apr 1 2018,Washington Wizards,,Chicago Bulls,
Sun Apr 1 2018,Philadelphia 76ers,,Charlotte Hornets,
Sun Apr 1 2018,Dallas Mavericks,,Cleveland Cavaliers,
Sun Apr 1 2018,Milwaukee Bucks,,Denver Nuggets,
Sun Apr 1 2018,Phoenix Suns,,Golden State Warriors,
Sun Apr 1 2018,Indiana Pacers,,Los Angeles Clippers,
Sun Apr 1 2018,Sacramento Kings,,Los Angeles Lakers,
Sun Apr 1 2018,Utah Jazz,,Minnesota Timberwolves,
Sun Apr 1 2018,Oklahoma City Thunder,,New Orleans Pelicans,
Sun Apr 1 2018,Memphis Grizzlies,,Portland Trail Blazers,
Sun Apr 1 2018,Houston Rockets,,San Antonio Spurs,
Tue Apr 3 2018,Charlotte Hornets,,Chicago Bulls,
Tue Apr 3 2018,Toronto Raptors,,Cleveland Cavaliers,
Tue Apr 3 2018,Portland Trail Blazers,,Dallas Mavericks,
Tue Apr 3 2018,Indiana Pacers,,Denver Nuggets,
Tue Apr 3 2018,Washington Wizards,,Houston Rockets,
Tue Apr 3 2018,San Antonio Spurs,,Los Angeles Clippers,
Tue Apr 3 2018,Atlanta Hawks,,Miami Heat,
Tue Apr 3 2018,Boston Celtics,,Milwaukee Bucks,
Tue Apr 3 2018,Orlando Magic,,New York Knicks,
Tue Apr 3 2018,Golden State Warriors,,Oklahoma City Thunder,
Tue Apr 3 2018,Brooklyn Nets,,Philadelphia 76ers,
Tue Apr 3 2018,Sacramento Kings,,Phoenix Suns,
Tue Apr 3 2018,Los Angeles Lakers,,Utah Jazz,
Wed Apr 4 2018,Miami Heat,,Atlanta Hawks,
Wed Apr 4 2018,Philadelphia 76ers,,Detroit Pistons,
Wed Apr 4 2018,San Antonio Spurs,,Los Angeles Lakers,
Wed Apr 4 2018,Memphis Grizzlies,,New Orleans Pelicans,
Wed Apr 4 2018,Dallas Mavericks,,Orlando Magic,
Wed Apr 4 2018,Boston Celtics,,Toronto Raptors,
Thu Apr 5 2018,Washington Wizards,,Cleveland Cavaliers,
Thu Apr 5 2018,Minnesota Timberwolves,,Denver Nuggets,
Thu Apr 5 2018,Portland Trail Blazers,,Houston Rockets,
Thu Apr 5 2018,Golden State Warriors,,Indiana Pacers,
Thu Apr 5 2018,Brooklyn Nets,,Milwaukee Bucks,
Thu Apr 5 2018,Los Angeles Clippers,,Utah Jazz,
Fri Apr 6 2018,Chicago Bulls,,Boston Celtics,
Fri Apr 6 2018,Dallas Mavericks,,Detroit Pistons,
Fri Apr 6 2018,Minnesota Timberwolves,,Los Angeles Lakers,
Fri Apr 6 2018,Sacramento Kings,,Memphis Grizzlies,
Fri Apr 6 2018,Miami Heat,,New York Knicks,
Fri Apr 6 2018,Charlotte Hornets,,Orlando Magic,
Fri Apr 6 2018,Cleveland Cavaliers,,Philadelphia 76ers,
Fri Apr 6 2018,New Orleans Pelicans,,Phoenix Suns,
Fri Apr 6 2018,Indiana Pacers,,Toronto Raptors,
Fri Apr 6 2018,Atlanta Hawks,,Washington Wizards,
Sat Apr 7 2018,Brooklyn Nets,,Chicago Bulls,
Sat Apr 7 2018,New Orleans Pelicans,,Golden State Warriors,
Sat Apr 7 2018,Oklahoma City Thunder,,Houston Rockets,
Sat Apr 7 2018,Denver Nuggets,,Los Angeles Clippers,
Sat Apr 7 2018,Milwaukee Bucks,,New York Knicks,
Sat Apr 7 2018,Portland Trail Blazers,,San Antonio Spurs,
Sun Apr 8 2018,Atlanta Hawks,,Boston Celtics,
Sun Apr 8 2018,Indiana Pacers,,Charlotte Hornets,
Sun Apr 8 2018,Utah Jazz,,Los Angeles Lakers,
Sun Apr 8 2018,Detroit Pistons,,Memphis Grizzlies,
Sun Apr 8 2018,Dallas Mavericks,,Philadelphia 76ers,
Sun Apr 8 2018,Golden State Warriors,,Phoenix Suns,
Sun Apr 8 2018,Orlando Magic,,Toronto Raptors,
Mon Apr 9 2018,Chicago Bulls,,Brooklyn Nets,
Mon Apr 9 2018,Portland Trail Blazers,,Denver Nuggets,
Mon Apr 9 2018,Toronto Raptors,,Detroit Pistons,
Mon Apr 9 2018,New Orleans Pelicans,,Los Angeles Clippers,
Mon Apr 9 2018,Oklahoma City Thunder,,Miami Heat,
Mon Apr 9 2018,Orlando Magic,,Milwaukee Bucks,
